img_file,family,species
56662,Polymixiidae,Polymixia sazanovi
53439,Polypteridae,Polypterus bichir
47568,Polypteridae,Polypterus bichir bichir
53440,Polypteridae,Polypterus bichir lapradei
47561,Polypteridae,Polypterus endlicheri
54628,Polypteridae,Polypterus ornatipinnis
55658,Polypteridae,Polypterus palmas buettikoferi
58169,Polypteridae,Polypterus senegalus
53442,Polypteridae,Polypterus weeksii
61576,Pomacanthidae,Pomacanthus annularis
23817,Pomacanthidae,Pomacanthus arcuatus
5532,Pomacanthidae,Pomacanthus arcuatus
141034,Pomacanthidae,Pomacanthus asfur
35933,Pomacanthidae,Pomacanthus chrysurus
85177,Pomacanthidae,Pomacanthus chrysurus
10718,Pomacanthidae,Pomacanthus imperator
140366,Pomacanthidae,Pomacanthus imperator
25922,Pomacanthidae,Pomacanthus imperator
108227,Pomacanthidae,Pomacanthus maculosus
41238,Pomacanthidae,Pomacanthus navarchus
89087,Pomacanthidae,Pomacanthus navarchus
89088,Pomacanthidae,Pomacanthus navarchus
51778,Pomacanthidae,Pomacanthus paru
141658,Pomacanthidae,Pomacanthus semicirculatus
42333,Pomacanthidae,Pomacanthus semicirculatus
22672,Pomacanthidae,Pomacanthus sexstriatus
12449,Pomacanthidae,Pomacanthus xanthometopon
4838,Pomacanthidae,Pomacanthus xanthometopon
165861,Pomacanthidae,Pomacanthus zonipectus
98906,Pomacentridae,Pomacentrus adelus
79792,Pomacentridae,Pomacentrus albimaculus
25471,Pomacentridae,Pomacentrus alexanderae
29823,Pomacentridae,Pomacentrus amboinensis
28349,Pomacentridae,Pomacentrus auriventris
15726,Pomacentridae,Pomacentrus bankanensis
98376,Pomacentridae,Pomacentrus bintanensis
35793,Pomacentridae,Pomacentrus brachialis
90003,Pomacentridae,Pomacentrus burroughi
82345,Pomacentridae,Pomacentrus callainus
15662,Pomacentridae,Pomacentrus chrysurus
14892,Pomacentridae,Pomacentrus coelestis
37487,Pomacentridae,Pomacentrus cuneatus
89971,Pomacentridae,Pomacentrus emarginatus
107667,Pomacentridae,Pomacentrus fakfakensis
89998,Pomacentridae,Pomacentrus grammorhynchus
69615,Pomacentridae,Pomacentrus imitator
23790,Pomacentridae,Pomacentrus indicus
13368,Pomacentridae,Pomacentrus lepidogenys
45544,Pomacentridae,Pomacentrus littoralis
107946,Pomacentridae,Pomacentrus moluccensis
10305,Pomacentridae,Pomacentrus nagasakiensis
89994,Pomacentridae,Pomacentrus nigromanus
22129,Pomacentridae,Pomacentrus nigromarginatus
17935,Pomacentridae,Pomacentrus pavo
12169,Pomacentridae,Pomacentrus philippinus
73956,Pomacentridae,Pomacentrus proteus
79783,Pomacentridae,Pomacentrus reidi
93831,Pomacentridae,Pomacentrus saksonoi
51922,Pomacentridae,Pomacentrus simsiang
38158,Pomacentridae,Pomacentrus stigma
107668,Pomacentridae,Pomacentrus taeniometopon
17440,Pomacentridae,Pomacentrus tripunctatus
92564,Pomacentridae,Pomacentrus tripunctatus
15067,Pomacentridae,Pomacentrus vaiuli
19372,Pomacentridae,Pomacentrus vaiuli
27825,Pomacentridae,Pomacentrus xanthosternus
90151,Pomacentridae,Pomachromis guamensis
141490,Pomacentridae,Pomachromis richardsoni
107588,Haemulidae,Pomadasys argenteus
149529,Haemulidae,Pomadasys macracanthus
89342,Haemulidae,Pomadasys maculatum
149506,Haemulidae,Pomadasys panamensis
49577,Haemulidae,Pomadasys stridens
89945,Scorpaenidae,Pontinus strigatus
49660,Scorpaenidae,Pontinus tentacularis
90892,Scorpaenidae,Pontinus tentacularis
46095,Cottidae,Porocottus tentaculatus
60359,Cottidae,Porocottus tentaculatus
58381,Cyprinidae,Poropuntius speleops
57638,Potamotrygonidae,Potamotrygon falkneri
57558,Potamotrygonidae,Potamotrygon henlei
55647,Potamotrygonidae,Potamotrygon leopoldi
107831,Blenniidae,Praealticus bilineatus
19091,Blenniidae,Praealticus striatus
10116,Blenniidae,Praealticus tanegasimae
58268,Pomacentridae,Premnas biaculeatus
75400,Priacanthidae,Priacanthus blochii
90785,Priacanthidae,Priacanthus fitchi
22208,Priacanthidae,Priacanthus hamrur
46169,Priacanthidae,Priacanthus hamrur
17071,Priacanthidae,Priacanthus macracanthus
17066,Priacanthidae,Priacanthus sagittarius
17072,Priacanthidae,Priacanthus zaiserae
52837,Gobiidae,Priolepis akihito
52794,Gobiidae,Priolepis borea
106617,Gobiidae,Priolepis cincta
52806,Gobiidae,Priolepis fallacincta
79819,Gobiidae,Priolepis inhaca
52821,Gobiidae,Priolepis latifascima
42328,Gobiidae,Priolepis nocturna
73601,Gobiidae,Priolepis profunda
45131,Gobiidae,Priolepis semidoliata
43250,Gobiidae,Priolepis vexilla
71870,Carcharhinidae,Prionace glauca
108551,Acanthuridae,Prionurus scalprum
24032,Acanthuridae,Prionurus scalprum
20459,Apogonidae,Pristiapogon exostigma
141662,Apogonidae,Pristiapogon fraenatus
19338,Apogonidae,Pristiapogon kallopterus
21199,Apogonidae,Pristicon rhodopterus
20386,Apogonidae,Pristicon trimaculatus
104730,Priacanthidae,Pristigenys meyeri
21525,Priacanthidae,Pristigenys niphonia
39015,Holocentridae,Pristilepis oligolepis
107104,Pristiophoridae,Pristiophorus japonicus
89399,Lutjanidae,Pristipomoides argyrogrammicus
59199,Lutjanidae,Pristipomoides auricilla
86835,Lutjanidae,Pristipomoides filamentosus
89435,Lutjanidae,Pristipomoides flavipinnis
89551,Lutjanidae,Pristipomoides multidens
86931,Lutjanidae,Pristipomoides typus
58158,Nandidae,Pristolepis grootii
8552,Pomacentridae,Pristotis obtusirostris
107529,Poeciliidae,Procatopus similis
89092,Chaetodontidae,Prognathodes dichrous
89093,Chaetodontidae,Prognathodes guyanensis
108786,Gempylidae,Promethichthys prometheus
77764,Gobiesocidae,Propherallodus briggsi
50032,Proscylliidae,Proscyllium habereri
53436,Protopteridae,Protopterus aethiopicus aethiopicus
53435,Protopteridae,Protopterus annectens annectens
50111,Protopteridae,Protopterus dolloi
16359,Gobiidae,Psammogobius biocellatus
75872,Centropomidae,Psammoperca waigiensis
73192,Nomeidae,Psenes arafurensis
20867,Nomeidae,Psenes cyanophrys
49257,Nomeidae,Psenes maculatus
49256,Nomeidae,Psenes pellucidus
419,Centrolophidae,Psenopsis anomala
57060,Loricariidae,Pseudacanthicus serratus
21361,Soleidae,Pseudaesopia japonica
88081,Monacanthidae,Pseudalutarius nasicornis
46848,Apogonidae,Pseudamia amblyuroptera
2427,Apogonidae,Pseudamia gelatinosa
45571,Apogonidae,Pseudamia gelatinosa
51277,Apogonidae,Pseudamia gelatinosa
45388,Apogonidae,Pseudamia hayashii
38337,Apogonidae,Pseudamia zonata
28272,Apogonidae,Pseudamiops gracilicauda
45064,Anostomidae,Pseudanos gracilis
69658,Serranidae,Pseudanthias bartlettorum
22925,Serranidae,Pseudanthias bicolor
16333,Serranidae,Pseudanthias bimaculatus
29808,Serranidae,Pseudanthias bimaculatus
16337,Serranidae,Pseudanthias calloura
92820,Serranidae,Pseudanthias caudalis
38881,Serranidae,Pseudanthias charleneae
140170,Serranidae,Pseudanthias cooperi
140171,Serranidae,Pseudanthias cooperi
26334,Serranidae,Pseudanthias dispar
51074,Serranidae,Pseudanthias elongatus
69582,Serranidae,Pseudanthias engelhardi
21932,Serranidae,Pseudanthias evansi
13225,Serranidae,Pseudanthias fasciatus
82498,Serranidae,Pseudanthias flavicauda
16378,Serranidae,Pseudanthias flavoguttatus
13038,Serranidae,Pseudanthias huchtii
62884,Serranidae,Pseudanthias hutomoi
25421,Serranidae,Pseudanthias hypselosoma
27471,Serranidae,Pseudanthias ignitus
38673,Serranidae,Pseudanthias leucozonus
38965,Serranidae,Pseudanthias lori
62880,Serranidae,Pseudanthias lunulatus
70671,Serranidae,Pseudanthias luzonensis
85185,Serranidae,Pseudanthias parvirostris
28032,Serranidae,Pseudanthias pascalus
70623,Serranidae,Pseudanthias pictilis
98962,Serranidae,Pseudanthias pictilis
19423,Serranidae,Pseudanthias pleurotaenia
21941,Serranidae,Pseudanthias randalli
47492,Serranidae,Pseudanthias rubrizonatus
28884,Serranidae,Pseudanthias rubrolineatus
5390,Serranidae,Pseudanthias smithvanizi
10711,Serranidae,Pseudanthias squamipinnis
60596,Serranidae,Pseudanthias squamipinnis
10712,Serranidae,Pseudanthias taeniatus
51086,Serranidae,Pseudanthias tequila
19887,Serranidae,Pseudanthias tuka
76087,Serranidae,Pseudanthias ventralis hawaiiensis
140827,Serranidae,Pseudanthias ventralis ventralis
56096,Gobiidae,Pseudapocryptes lanceolatus
50158,Muraenidae,Pseudechidna brummeri
59000,Bagridae,Pseudobagrus aurantiacus
108043,Bagridae,Pseudobagrus ichikawai
18088,Bagridae,Pseudobagrus nudiceps
108411,Bagridae,Pseudobagrus tokiensis
141391,Balistidae,Pseudobalistes flavimarginatus
46722,Balistidae,Pseudobalistes flavimarginatus
29971,Balistidae,Pseudobalistes fuscus
62642,Balistidae,Pseudobalistes fuscus
70607,Balistidae,Pseudobalistes fuscus
149540,Balistidae,Pseudobalistes naufragium
165765,Balistidae,Pseudobalistes naufragium
107492,Cottidae,Pseudoblennius cottoides
49689,Cottidae,Pseudoblennius marmoratus
49912,Cottidae,Pseudoblennius marmoratus
107648,Cottidae,Pseudoblennius percoides
16620,Cottidae,Pseudoblennius percoides
39383,Cottidae,Pseudoblennius percoides
48779,Cottidae,Pseudoblennius percoides
29456,Cottidae,Pseudoblennius zonostigma
47387,Cottidae,Pseudoblennius zonostigma
79463,Callionymidae,Pseudocalliurichthys delicatulus
74199,Callionymidae,Pseudocalliurichthys ikedai
37514,Callionymidae,Pseudocalliurichthys pleurostictus
21785,Callionymidae,Pseudocalliurichthys variegatus
24721,Carangidae,Pseudocaranx dentex
54259,Labridae,Pseudocheilinus evanidus
31044,Labridae,Pseudocheilinus hexataenia
13186,Labridae,Pseudocheilinus ocellatus
93373,Labridae,Pseudocheilinus ocellatus
140518,Labridae,Pseudocheilinus octotaenia
106647,Pseudochromidae,Pseudochromis cyanotaenia
107262,Pseudochromidae,Pseudochromis fuscus
48509,Pseudochromidae,Pseudochromis luteus
11509,Pseudochromidae,Pseudochromis marshallensis
29814,Pseudochromidae,Pseudochromis moorei
35756,Pseudochromidae,Pseudochromis perspicillatus
51199,Pseudochromidae,Pseudochromis striatus
56443,Pseudochromidae,Pseudochromis tapienosoma
70230,Pseudochromidae,Pseudochromis yamasakii
77362,Labridae,Pseudocoris aurantiofasciata
36605,Labridae,Pseudocoris bleekeri
82108,Labridae,Pseudocoris bleekeri
23906,Labridae,Pseudocoris ocellata
140848,Labridae,Pseudocoris yamashiroi
38906,Labridae,Pseudocoris yamashiroi
63949,Labridae,Pseudocoris yamashiroi
65523,Labridae,Pseudodax moluccanus
106960,Cyprinidae,Pseudogobio esocinus
17567,Cyprinidae,Pseudogobio esocinus
43064,Gobiidae,Pseudogobiopsis oligactis
20155,Gobiidae,Pseudogobius javanicus
2381,Gobiidae,Pseudogobius masago
51205,Pseudogrammatidae,Pseudogramma polyacanthum
28259,Labridae,Pseudojuloides atavai
52008,Labridae,Pseudojuloides atavai
4019,Labridae,Pseudojuloides elongatus
6398,Labridae,Pseudojuloides elongatus
29940,Labridae,Pseudojuloides mesostigma
62860,Labridae,Pseudojuloides mesostigma
62056,Labridae,Pseudojuloides severnsi
62482,Labridae,Pseudojuloides severnsi
29459,Labridae,Pseudojuloides splendens
35245,Labridae,Pseudojuloides splendens
107509,Labridae,Pseudolabrus eoethinus
108298,Labridae,Pseudolabrus eoethinus
43577,Labridae,Pseudolabrus sieboldi
72064,Monacanthidae,Pseudomonacanthus macrurus
85817,Monacanthidae,Pseudomonacanthus macrurus
106892,Pseudomugilidae,Pseudomugil paskai
49375,Bagridae,Pseudomystus mahakamensis
51784,Pentacerotidae,Pseudopentaceros wheeleri
16316,Pseudoplesiopidae,Pseudoplesiops multisquamatus
107417,Cyprinidae,Pseudorasbora parva
50285,Cyprinidae,Pseudorasbora pugnax
106825,Cyprinidae,Pseudorasbora pumila pumila
107999,Paralichthyidae,Pseudorhombus arsius
25940,Paralichthyidae,Pseudorhombus cinnamoneus
57281,Paralichthyidae,Pseudorhombus oculocirris
59780,Paralichthyidae,Pseudorhombus oligodon
2615,Paralichthyidae,Pseudorhombus pentophthalmus
34583,Triacanthidae,Pseudotriacanthus strigilifer
107100,Pseudotriakidae,Pseudotriakis microdon
1380,Pseudotrichonotidae,Pseudotrichonotus altivelis
50522,Pseudotrichonotidae,Pseudotrichonotus altivelis
72380,Gobiidae,Psilogobius mainlandi
20510,Gobiidae,Psilogobius prolatus
59487,Psychrolutidae,Psychrolutes paradoxus
58568,Bramidae,Pteraclis aesticola
10836,Labridae,Pteragogus aurigarius
16998,Labridae,Pteragogus aurigarius
25298,Labridae,Pteragogus aurigarius
20727,Labridae,Pteragogus enneacanthus
81934,Apogonidae,Pterapogon kauderni
31168,Microdesmidae,Ptereleotris evides
21760,Microdesmidae,Ptereleotris grammica grammica
108177,Microdesmidae,Ptereleotris hanae
108095,Microdesmidae,Ptereleotris heteroptera
43233,Microdesmidae,Ptereleotris kallista
47417,Microdesmidae,Ptereleotris lineopinnis
26896,Microdesmidae,Ptereleotris melanopogon
17824,Microdesmidae,Ptereleotris microlepis
42634,Microdesmidae,Ptereleotris monoptera
55374,Microdesmidae,Ptereleotris rubristigma
42570,Microdesmidae,Ptereleotris uroditaenia
108094,Microdesmidae,Ptereleotris zebra
89625,Caesionidae,Pterocaesio digramma
107190,Caesionidae,Pterocaesio marri
19460,Caesionidae,Pterocaesio tile
30187,Caesionidae,Pterocaesio trilineata
48795,Siluridae,Pterocryptis anomala
11940,Gobiidae,Pterogobius elapoides
10453,Gobiidae,Pterogobius virgo
108318,Gobiidae,Pterogobius zacalles
11580,Gobiidae,Pterogobius zonoleucus
56784,Scorpaenidae,Pteroidichthys amboinensis
79788,Scorpaenidae,Pterois andover
94291,Scorpaenidae,Pterois andover
59394,Scorpaenidae,Pterois antennata
108207,Scorpaenidae,Pterois lunulata
25113,Scorpaenidae,Pterois lunulata
140983,Scorpaenidae,Pterois miles
25926,Scorpaenidae,Pterois paucispinula
23570,Scorpaenidae,Pterois radiata
44001,Scorpaenidae,Pterois radiata
106598,Scorpaenidae,Pterois volitans
106742,Scorpaenidae,Pterois volitans
108255,Cichlidae,Pterophyllum leopoldi
48236,Cichlidae,Pterophyllum scalare
50094,Dasyatidae,Pteroplatytrygon violacea
20583,Percophidae,Pteropsaron evolans
78987,Percophidae,Pteropsaron longipinnis
22221,Percophidae,Pteropsaron springeri
71139,Callionymidae,Pterosynchiropus picturatus
79474,Callionymidae,Pterosynchiropus picturatus
32196,Callionymidae,Pterosynchiropus splendidus
32197,Callionymidae,Pterosynchiropus splendidus
82594,Callionymidae,Pterosynchiropus splendidus
90337,Pterothrissidae,Pterothrissus gissu
17616,Bramidae,Pterycombus petersii
107936,Loricariidae,Pterygoplichthys disjunctivus
55462,Triglidae,Pterygotrigla hemisticta
107105,Triglidae,Pterygotrigla macrorhynchus
50962,Triglidae,Pterygotrigla multiocellata
92677,Triglidae,Pterygotrigla multipunctata
108402,Gasterosteidae,Pungitius kaibarae
43781,Gasterosteidae,Pungitius sinensis
37708,Gasterosteidae,Pungitius tymensis
108145,Cyprinidae,Pungtungia herzi
47018,Cyprinidae,Puntius binotatus
57831,Cyprinidae,Puntius denisonii
58537,Cyprinidae,Puntius eugrammus
58916,Cyprinidae,Puntius fasciatus
45161,Cyprinidae,Puntius filamentosus
58942,Cyprinidae,Puntius foerschi
57847,Cyprinidae,Puntius lateristriga
58931,Cyprinidae,Puntius lineatus
59236,Cyprinidae,Puntius narayani
47365,Cyprinidae,Puntius partipentazona
58486,Cyprinidae,Puntius pentazona
57032,Cyprinidae,Puntius rhomboocellatus
45506,Cyprinidae,Puntius rohani
49531,Cyprinidae,Puntius sarana
59964,Cyprinidae,Puntius semifasciolatus
57197,Cyprinidae,Puntius tetrazona
47291,Cyprinidae,Puntius ticto
47301,Cyprinidae,Puntius vittatus
55970,Characidae,Pygocentrus nattereri
10717,Pomacanthidae,Pygoplites diacanthus
26078,Pomacanthidae,Pygoplites diacanthus
47572,Lebiasinidae,Pyrrhulina laeta
27570,Serranidae,Rabaulichthys suzukii
27695,Serranidae,Rabaulichthys suzukii
45701,Rachycentridae,Rachycentron canadum
58613,Cyprinidae,Raiamas senegalensis
45791,Molidae,Ranzania laevis
59967,Cyprinidae,Rasbora borapetensis
107654,Cyprinidae,Rasbora cephalotaenia
48490,Cyprinidae,Rasbora daniconius
49395,Cyprinidae,Rasbora dorsiocellata
58668,Cyprinidae,Rasbora einthovenii
45777,Cyprinidae,Rasbora patrickyapi
59969,Cyprinidae,Rasbora pauciperforata
59995,Cyprinidae,Rasbora rubrodorsalis
45511,Cyprinidae,Rasbora sarawakensis
47016,Cyprinidae,Rasbora vaterifloris
44620,Scombridae,Rastrelliger kanagurta
94005,Platycephalidae,Ratabulus megacephalus
17730,Gobiidae,Redigobius bikolanus
48759,Regalecidae,Regalecus russelii
17555,Echeneidae,Remora osteochir
867,Echeneidae,Remora pallida
17561,Echeneidae,Remora remora
10238,Callionymidae,Repomucenus beniteguri
49486,Callionymidae,Repomucenus huguenini
454,Callionymidae,Repomucenus lunatus
49687,Callionymidae,Repomucenus ornatipinnis
16976,Callionymidae,Repomucenus richardsonii
44425,Callionymidae,Repomucenus valenciennei
2298,Callionymidae,Repomucenus virgis
108827,Gempylidae,Rexea prometheoides
20423,Apogonidae,Rhabdamia gracilis
79767,Apogonidae,Rhabdamia spilota
60289,Blenniidae,Rhabdoblennius nitidus
40623,Blenniidae,Rhabdoblennius snowi
45061,Melanotaeniidae,Rhadinocentrus ornatus
98216,Rhamphocottidae,Rhamphocottus richardsonii
26368,Rhincodontidae,Rhincodon typus
108345,Balistidae,Rhinecanthus aculeatus
44706,Balistidae,Rhinecanthus aculeatus
41586,Balistidae,Rhinecanthus rectangulus
11704,Balistidae,Rhinecanthus verrucosus
57672,Loricariidae,Rhinelepis aspera
3181,Rhinobatidae,Rhinobatos hynnicephalus
108564,Rhinobatidae,Rhinobatos schlegelii
24436,Rhinobatidae,Rhinobatos schlegelii
103683,Rhinochimaeridae,Rhinochimaera pacifica
107929,Gobiidae,Rhinogobius biwaensis
141411,Gobiidae,Rhinogobius brunneus
17647,Gobiidae,Rhinogobius flumineus
17893,Gobiidae,Rhinogobius flumineus
18660,Gobiidae,Rhinogobius fluviatilis
46982,Gobiidae,Rhinogobius fluviatilis
42535,Gobiidae,Rhinogobius kurodai
18696,Gobiidae,Rhinogobius mizunoi
141415,Gobiidae,Rhinogobius nagoyae
17645,Gobiidae,Rhinogobius nagoyae
20733,Gobiidae,Rhinogobius ogasawaraensis
141429,Gobiidae,Rhinogobius similis
43101,Gobiidae,Rhinogobius similis
56252,Mugilidae,Rhinomugil corsula
22808,Muraenidae,Rhinomuraena quaesita
35893,Scorpaenidae,Rhinopias aphanes
69108,Scorpaenidae,Rhinopias aphanes
37108,Scorpaenidae,Rhinopias argoliba
38384,Scorpaenidae,Rhinopias argoliba
57603,Scorpaenidae,Rhinopias eschmeyeri
108346,Scorpaenidae,Rhinopias frondosa
35133,Scorpaenidae,Rhinopias frondosa
54407,Scorpaenidae,Rhinopias xenops
50106,Rhinopteridae,Rhinoptera javanica
56119,Cyprinidae,Rhodeus atremius atremius
56131,Cyprinidae,Rhodeus atremius suigensis
50301,Cyprinidae,Rhodeus ocellatus kurumeus
108636,Cyprinidae,Rhodeus ocellatus ocellatus
46093,Pholidae,Rhodymenichthys dolichogaster
78093,Rhyacichthyidae,Rhyacichthys aspro
48749,Antennariidae,Rhycherus filamentosus
10413,Terapontidae,Rhynchopelates oxyrhynchus
44363,Cottidae,Ricuzenius pinetorum
59490,Cottidae,Ricuzenius pinetorum
21519,Platycephalidae,Rogadius asper
61148,Platycephalidae,Rogadius patriciae
72048,Platycephalidae,Rogadius welanderi
49882,Alepocephalidae,Rouleina guentheri
50487,Alepocephalidae,Rouleina watasei
20823,Monacanthidae,Rudarius ercodes
43175,Monacanthidae,Rudarius ercodes
24108,Monacanthidae,Rudarius excelsus
108573,Gempylidae,Ruvettus pretiosus
59257,Pinguipedidae,Ryukyupercis gushikeni
76526,Serranidae,Sacura margaritacea
76527,Serranidae,Sacura margaritacea
108274,Gobiidae,Sagamia geneionema
11171,Gobiidae,Sagamia geneionema
18150,Salangidae,Salangichthys microdon
79012,Blenniidae,Salarias alboguttatus
17635,Blenniidae,Salarias ceramensis
17636,Blenniidae,Salarias fasciatus
17686,Blenniidae,Salarias luctuosus
88311,Blenniidae,Salarias ramosus
90089,Blenniidae,Salarias segmentatus
2050,Blenniidae,Salarias sinuosus
85032,Salmonidae,Salvelinus fontinalis
43658,Salmonidae,Salvelinus leucomaenis
56313,Salmonidae,Salvelinus leucomaenis
37721,Salmonidae,Salvelinus leucomaenis imbrius
46067,Salmonidae,Salvelinus leucomaenis imbrius
89692,Salmonidae,Salvelinus leucomaenis japonicus
106842,Salmonidae,Salvelinus leucomaenis leucomaenis
106845,Salmonidae,Salvelinus leucomaenis leucomaenis
4158,Salmonidae,Salvelinus leucomaenis pluvius
50476,Salmonidae,Salvelinus leucomaenis pluvius
23624,Salmonidae,Salvelinus malma krascheninnikova
37711,Salmonidae,Salvelinus malma krascheninnikova
106846,Salmonidae,Salvelinus malma miyabei
106847,Salmonidae,Salvelinus malma miyabei
81940,Pleuronectidae,Samaris cristatus
53305,Pleuronectidae,Samariscus triocellatus
47573,Anabantidae,Sandelia capensis
42531,Cyprinidae,Sarcocheilichthys biwaensis
50312,Cyprinidae,Sarcocheilichthys variegatus microoculus
18042,Cyprinidae,Sarcocheilichthys variegatus variegatus
108566,Scombridae,Sarda orientalis
853,Scombridae,Sarda orientalis
17553,Clupeidae,Sardinella lemuru
46452,Clupeidae,Sardinella melanura
108362,Clupeidae,Sardinella zunasi
44351,Clupeidae,Sardinops melanostictus
75610,Holocentridae,Sargocentron caudimaculatum
27947,Holocentridae,Sargocentron cornutum
12486,Holocentridae,Sargocentron diadema
89398,Holocentridae,Sargocentron ensiferum
26374,Holocentridae,Sargocentron ittodai
21977,Holocentridae,Sargocentron melanospilos
39084,Holocentridae,Sargocentron microstoma
54191,Holocentridae,Sargocentron praslin
108537,Holocentridae,Sargocentron rubrum
45325,Holocentridae,Sargocentron spiniferum
26100,Holocentridae,Sargocentron spinosissimum
141786,Holocentridae,Sargocentron suborbitale
34465,Holocentridae,Sargocentron tiere
50719,Holocentridae,Sargocentron violaceum
59999,Cichlidae,Satanoperca jurupari
49537,Peristediidae,Satyrichthys amiscus
48323,Peristediidae,Satyrichthys engyceros
107199,Peristediidae,Satyrichthys hians
45442,Nettastomatidae,Saurenchelys fierasfer
18280,Synodontidae,Saurida elongata
48916,Synodontidae,Saurida elongata
21314,Synodontidae,Saurida gracilis
108442,Synodontidae,Saurida macrolepis
107595,Synodontidae,Saurida micropectoralis
20969,Synodontidae,Saurida nebulosa
27655,Synodontidae,Saurida umeyoshii
58985,Synodontidae,Saurida wanieso
36025,Gobiidae,Scartelaos histophorus
46254,Blenniidae,Scartella emarginata
72801,Scaridae,Scarus chameleon
90686,Scaridae,Scarus dimidiatus
48022,Scaridae,Scarus festivus
70530,Scaridae,Scarus flavipectoralis
140652,Scaridae,Scarus forsteni
75788,Scaridae,Scarus frenatus
67240,Scaridae,Scarus fuscocaudalis
49573,Scaridae,Scarus ghobban
59795,Scaridae,Scarus globiceps
61282,Scaridae,Scarus hypselopterus
76179,Scaridae,Scarus longipinnis
108376,Scaridae,Scarus obishime
108137,Scaridae,Scarus ovifrons
45243,Scaridae,Scarus psittacus
48073,Scaridae,Scarus rivulatus
75468,Scaridae,Scarus rubroviolaceus
140562,Scaridae,Scarus schlegeli
65775,Scaridae,Scarus spinus
18329,Scatophagidae,Scatophagus argus
19136,Gobiidae,Schismatogobius ampluvinculus
20034,Gobiidae,Schismatogobius ninja
107636,Cichlidae,Sciaenochromis ahli
56650,Osteoglossidae,Scleropages formosus
52437,Osteoglossidae,Scleropages jardinii
97228,Ophichthidae,Scolecenchelys aoki
21456,Ophichthidae,Scolecenchelys macroptera
26935,Nemipteridae,Scolopsis affinis
13670,Nemipteridae,Scolopsis bilineata
12412,Nemipteridae,Scolopsis ciliata
30198,Nemipteridae,Scolopsis lineata
62810,Nemipteridae,Scolopsis taeniatus
72088,Nemipteridae,Scolopsis temporalis
66583,Nemipteridae,Scolopsis trilineatus
81016,Nemipteridae,Scolopsis xenochrous
106608,Scombridae,Scomber australasicus
49745,Scombridae,Scomber australasicus
59849,Scombridae,Scomber australasicus
106607,Scombridae,Scomber japonicus
86973,Scombridae,Scomber japonicus
36868,Carangidae,Scomberoides lysan
40953,Scombridae,Scomberomorus commerson
448,Scombridae,Scomberomorus koreanus
1034,Scombridae,Scomberomorus niphonius
1027,Scombropidae,Scombrops boops
53542,Scombropidae,Scombrops boops
86864,Scombropidae,Scombrops gilberti
107179,Scorpaenidae,Scorpaena miostoma
28759,Scorpaenidae,Scorpaena miostoma
50857,Scorpaenidae,Scorpaena miostoma
90395,Scorpaenidae,Scorpaena neglecta
107607,Scorpaenidae,Scorpaena onaria
90882,Scorpaenidae,Scorpaena onaria
26526,Scorpaenidae,Scorpaenodes evides
50875,Scorpaenidae,Scorpaenodes evides
17681,Scorpaenidae,Scorpaenodes guamensis
21184,Scorpaenidae,Scorpaenodes guamensis
50866,Scorpaenidae,Scorpaenodes hirstus
19099,Scorpaenidae,Scorpaenodes parvipinnis
108460,Scorpaenidae,Scorpaenodes scaber
19826,Scorpaenidae,Scorpaenopsis cirrhosa
106829,Scorpaenidae,Scorpaenopsis cirrosa
45744,Scorpaenidae,Scorpaenopsis cirrosa
107032,Scorpaenidae,Scorpaenopsis cotticeps
47790,Scorpaenidae,Scorpaenopsis diabolus
50894,Scorpaenidae,Scorpaenopsis diabolus
75378,Scorpaenidae,Scorpaenopsis macrochir
46290,Scorpaenidae,Scorpaenopsis neglecta
49357,Scorpaenidae,Scorpaenopsis neglecta
50897,Scorpaenidae,Scorpaenopsis neglecta
4179,Scorpaenidae,Scorpaenopsis orientalis
140993,Scorpaenidae,Scorpaenopsis oxycephala
17682,Scorpaenidae,Scorpaenopsis papuensis
108066,Scorpaenidae,Scorpaenopsis possi
47792,Scorpaenidae,Scorpaenopsis possi
42506,Scorpaenidae,Scorpaenopsis ramaraoi
107820,Scorpaenidae,Scorpaenopsis vittapinna
20549,Scyliorhinidae,Scyliorhinus torazame
43550,Scyliorhinidae,Scyliorhinus torazame
107871,Squalidae,Scymnodon ichiharai
19097,Scorpaenidae,Sebastapistes cyanostigma
54323,Scorpaenidae,Sebastapistes fowleri
75297,Scorpaenidae,Sebastapistes hatizyoensis
79127,Scorpaenidae,Sebastapistes perplexa
19238,Scorpaenidae,Sebastapistes strongia
56343,Scorpaenidae,Sebastapistes strongia
71148,Scorpaenidae,Sebastapistes taeniophrys
50907,Scorpaenidae,Sebastapistes tinkhami
86799,Scorpaenidae,Sebastes aleutianus
44459,Scorpaenidae,Sebastes baramenuke
43609,Scorpaenidae,Sebastes cheni
43610,Scorpaenidae,Sebastes cheni
58790,Scorpaenidae,Sebastes cheni
64564,Scorpaenidae,Sebastes cheni
90451,Scorpaenidae,Sebastes cheni
86878,Scorpaenidae,Sebastes flammeus
20842,Scorpaenidae,Sebastes hubbsi
34284,Scorpaenidae,Sebastes hubbsi
47235,Scorpaenidae,Sebastes ijimae
107152,Scorpaenidae,Sebastes inermis
107490,Scorpaenidae,Sebastes inermis
108012,Scorpaenidae,Sebastes inermis
1029,Scorpaenidae,Sebastes inermis species complex
50910,Scorpaenidae,Sebastes iracundus
49421,Scorpaenidae,Sebastes itinus
